l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,1,[460; 460],540,36.016441,0.961538,4,[X13 >= 91.314000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9556313993174061; 'recall': 0.9688581314878892; 'f1-score': 0.9621993127147765; 'support': 289}; '1.0': {'precision': 0.9461077844311377; 'recall': 0.9239766081871345; 'f1-score': 0.9349112426035503; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.950869591874272; 'recall': 0.9464173698375118; 'f1-score': 0.9485552776591635; 'support': 460}; 'weighted avg': {'precision': 0.952091099000989; 'recall': 0.9521739130434783; 'f1-score': 0.9520552692603859; 'support': 460}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 0.95; 'f1-score': 0.9500000000000001; 'support': 20}; 'accuracy': 0.9615384615384616; 'macro avg': {'precision': 0.959375; 'recall': 0.959375; 'f1-score': 0.9593750000000001; 'support': 52}; 'weighted avg': {'precision': 0.9615384615384616; 'recall': 0.9615384615384616; 'f1-score': 0.9615384615384616; 'support': 52}}
l: 5,1,DNF,0,460,52,1,[460; 460],540,26.257131,0.923077,5,[X4 >= 0.079654 AND X7 >= 0.048318 AND X10 >= 0.183080 AND X23 >= 686.500000 AND X26 >= 0.177180],{'0.0': {'precision': 0.946843853820598; 'recall': 0.986159169550173; 'f1-score': 0.9661016949152543; 'support': 289}; '1.0': {'precision': 0.9748427672955975; 'recall': 0.9064327485380117; 'f1-score': 0.9393939393939394; 'support': 171}; 'accuracy': 0.9565217391304348; 'macro avg': {'precision': 0.9608433105580978; 'recall': 0.9462959590440924; 'f1-score': 0.9527478171545969; 'support': 460}; 'weighted avg': {'precision': 0.957252145568913; 'recall': 0.9565217391304348; 'f1-score': 0.956173377101896; 'support': 460}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.9; 'f1-score': 0.9150326797385622; 'support': 52}; 'weighted avg': {'precision': 0.9316239316239316; 'recall': 0.9230769230769231; 'f1-score': 0.9210658622423329; 'support': 52}}
l: 5,1,DNF,1,460,52,1,[460; 460],540,30.712843,0.942308,4,[X1 >= 14.078000 AND X7 >= 0.048318 AND X23 >= 686.500000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9372937293729373; 'recall': 0.9861111111111112; 'f1-score': 0.961082910321489; 'support': 288}; '1.0': {'precision': 0.9745222929936306; 'recall': 0.8895348837209303; 'f1-score': 0.9300911854103344; 'support': 172}; 'accuracy': 0.95; 'macro avg': {'precision': 0.955908011183284; 'recall': 0.9378229974160207; 'f1-score': 0.9455870478659116; 'support': 460}; 'weighted avg': {'precision': 0.9512139749006747; 'recall': 0.95; 'f1-score': 0.9494947001373181; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
l: 5,1,DNF,2,461,51,1,[461; 461],540,33.320376,1.000000,4,[X7 >= 0.048318 AND X10 >= 0.183080 AND X23 >= 686.500000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9372937293729373; 'recall': 0.9826989619377162; 'f1-score': 0.9594594594594594; 'support': 289}; '1.0': {'precision': 0.9683544303797469; 'recall': 0.8895348837209303; 'f1-score': 0.9272727272727274; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9528240798763421; 'recall': 0.9361169228293232; 'f1-score': 0.9433660933660935; 'support': 461}; 'weighted avg': {'precision': 0.9488825375576906; 'recall': 0.9479392624728851; 'f1-score': 0.9474505268431516; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
l: 5,1,DNF,3,461,51,1,[461; 461],540,20.431069,0.882353,4,[X7 >= 0.048318 AND X10 >= 0.183080 AND X23 >= 686.500000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9501661129568106; 'recall': 0.9896193771626297; 'f1-score': 0.9694915254237289; 'support': 289}; '1.0': {'precision': 0.98125; 'recall': 0.9127906976744186; 'f1-score': 0.9457831325301204; 'support': 172}; 'accuracy': 0.9609544468546638; 'macro avg': {'precision': 0.9657080564784053; 'recall': 0.9512050374185241; 'f1-score': 0.9576373289769247; 'support': 461}; 'weighted avg': {'precision': 0.9617635718970027; 'recall': 0.9609544468546638; 'f1-score': 0.9606458777497577; 'support': 461}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.9375; 'f1-score': 0.9090909090909091; 'support': 32}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.7894736842105263; 'f1-score': 0.8333333333333333; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8823529411764706; 'recall': 0.8634868421052632; 'f1-score': 0.8712121212121211; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8808674985145573; 'support': 51}}
l: 5,1,DNF,4,461,51,1,[461; 461],540,34.649214,0.980392,4,[X7 >= 0.048318 AND X13 >= 16.640000 AND X20 >= 14.970000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9372937293729373; 'recall': 0.9826989619377162; 'f1-score': 0.9594594594594594; 'support': 289}; '1.0': {'precision': 0.9683544303797469; 'recall': 0.8895348837209303; 'f1-score': 0.9272727272727274; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9528240798763421; 'recall': 0.9361169228293232; 'f1-score': 0.9433660933660935; 'support': 461}; 'weighted avg': {'precision': 0.9488825375576906; 'recall': 0.9479392624728851; 'f1-score': 0.9474505268431516; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
l: 5,1,DNF,5,461,51,1,[461; 461],540,24.934659,0.941176,4,[X7 >= 0.048318 AND X10 >= 0.183080 AND X23 >= 686.500000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9437086092715232; 'recall': 0.986159169550173; 'f1-score': 0.9644670050761421; 'support': 289}; '1.0': {'precision': 0.9748427672955975; 'recall': 0.9011627906976745; 'f1-score': 0.9365558912386707; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9592756882835604; 'recall': 0.9436609801239237; 'f1-score': 0.9505114481574064; 'support': 461}; 'weighted avg': {'precision': 0.9553248244128265; 'recall': 0.9544468546637744; 'f1-score': 0.9540533140131375; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
l: 5,1,DNF,6,461,51,1,[461; 461],540,29.555961,0.980392,4,[X7 >= 0.048318 AND X10 >= 0.183080 AND X23 >= 686.500000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9375; 'recall': 0.986159169550173; 'f1-score': 0.9612141652613828; 'support': 289}; '1.0': {'precision': 0.9745222929936306; 'recall': 0.8895348837209303; 'f1-score': 0.9300911854103344; 'support': 172}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9560111464968153; 'recall': 0.9378470266355516; 'f1-score': 0.9456526753358586; 'support': 461}; 'weighted avg': {'precision': 0.951313089793719; 'recall': 0.9501084598698482; 'f1-score': 0.9496021207182584; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
l: 5,1,DNF,7,461,51,1,[461; 461],540,26.904930,0.882353,4,[X7 >= 0.048318 AND X10 >= 0.183080 AND X20 >= 14.970000 AND X26 >= 0.177180],{'0.0': {'precision': 0.95; 'recall': 0.986159169550173; 'f1-score': 0.967741935483871; 'support': 289}; '1.0': {'precision': 0.9751552795031055; 'recall': 0.9127906976744186; 'f1-score': 0.942942942942943; 'support': 172}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9625776397515527; 'recall': 0.9494749336122958; 'f1-score': 0.955342439213407; 'support': 461}; 'weighted avg': {'precision': 0.9593854838926988; 'recall': 0.9587852494577006; 'f1-score': 0.9584893829523318; 'support': 461}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.9375; 'f1-score': 0.9090909090909091; 'support': 32}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.7894736842105263; 'f1-score': 0.8333333333333333; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8823529411764706; 'recall': 0.8634868421052632; 'f1-score': 0.8712121212121211; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8808674985145573; 'support': 51}}
l: 5,1,DNF,8,461,51,1,[461; 461],540,29.068079,0.921569,4,[X6 >= 0.061540 AND X7 >= 0.048318 AND X10 >= 0.183080 AND X23 >= 686.500000],{'0.0': {'precision': 0.9435215946843853; 'recall': 0.9826989619377162; 'f1-score': 0.9627118644067797; 'support': 289}; '1.0': {'precision': 0.96875; 'recall': 0.9011627906976745; 'f1-score': 0.9337349397590361; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9561357973421927; 'recall': 0.9419308763176953; 'f1-score': 0.9482234020829079; 'support': 461}; 'weighted avg': {'precision': 0.9529343619604933; 'recall': 0.9522776572668112; 'f1-score': 0.9519005172497039; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
l: 5,1,DNF,9,461,51,1,[461; 461],540,23.077914,0.941176,4,[X7 >= 0.048318 AND X10 >= 0.183080 AND X23 >= 686.500000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9466666666666667; 'recall': 0.9826989619377162; 'f1-score': 0.964346349745331; 'support': 289}; '1.0': {'precision': 0.968944099378882; 'recall': 0.9069767441860465; 'f1-score': 0.936936936936937; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9578053830227744; 'recall': 0.9448378530618813; 'f1-score': 0.950641643341134; 'support': 461}; 'weighted avg': {'precision': 0.9549784203033284; 'recall': 0.9544468546637744; 'f1-score': 0.954119844315735; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [461, 461], 'n_partitions': 1}, (mean val acc cv) 0.939480 (+- 0.037604), (mean training time) 27.891218 (+- 4.224573)
l: 5,2,CNF,0,460,52,1,[460; 460],540,1001.000538,0.942308,9,[X7 >= 0.048318 OR X13 >= 54.088000 OR X23 >= 926.960000 OR X25 >= 0.447840] AND [X1 >= 21.272000 OR X5 < 0.059638 OR X13 >= 54.088000 OR X27 >= 0.150800 OR X28 >= 0.360080],{'0.0': {'precision': 0.9761092150170648; 'recall': 0.9896193771626297; 'f1-score': 0.9828178694158075; 'support': 289}; '1.0': {'precision': 0.9820359281437125; 'recall': 0.9590643274853801; 'f1-score': 0.9704142011834319; 'support': 171}; 'accuracy': 0.9782608695652174; 'macro avg': {'precision': 0.9790725715803887; 'recall': 0.9743418523240048; 'f1-score': 0.9766160352996197; 'support': 460}; 'weighted avg': {'precision': 0.9783124062011014; 'recall': 0.9782608695652174; 'f1-score': 0.9782069405729028; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9; 'f1-score': 0.9230769230769231; 'support': 20}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9433811802232854; 'recall': 0.934375; 'f1-score': 0.9384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.9424610477242056; 'recall': 0.9423076923076923; 'f1-score': 0.9420118343195267; 'support': 52}}
