l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,284,32,35,[8; 9],222,1.096734,0.781250,3,[X2 >= 0.190280 OR X3 >= 0.007075 OR X33 >= 0.005400],{'0.0': {'precision': 1.0; 'recall': 0.28431372549019607; 'f1-score': 0.44274809160305345; 'support': 102}; '1.0': {'precision': 0.7137254901960784; 'recall': 1.0; 'f1-score': 0.8329519450800915; 'support': 182}; 'accuracy': 0.7429577464788732; 'macro avg': {'precision': 0.8568627450980393; 'recall': 0.642156862745098; 'f1-score': 0.6378500183415725; 'support': 284}; 'weighted avg': {'precision': 0.8165423916045291; 'recall': 0.7429577464788732; 'f1-score': 0.6928083075636905; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.36363636363636365; 'f1-score': 0.5333333333333333; 'support': 11}; '1.0': {'precision': 0.75; 'recall': 1.0; 'f1-score': 0.8571428571428571; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.875; 'recall': 0.6818181818181819; 'f1-score': 0.6952380952380952; 'support': 32}; 'weighted avg': {'precision': 0.8359375; 'recall': 0.78125; 'f1-score': 0.7458333333333333; 'support': 32}}
l: 5,1,CNF,0,284,32,17,[16; 17],222,0.948560,0.781250,1,[X26 < 0.999945],{'0.0': {'precision': 0.8472222222222222; 'recall': 0.5980392156862745; 'f1-score': 0.7011494252873564; 'support': 102}; '1.0': {'precision': 0.8066037735849056; 'recall': 0.9395604395604396; 'f1-score': 0.868020304568528; 'support': 182}; 'accuracy': 0.8169014084507042; 'macro avg': {'precision': 0.8269129979035639; 'recall': 0.768799827623357; 'f1-score': 0.7845848649279421; 'support': 284}; 'weighted avg': {'precision': 0.821192089644787; 'recall': 0.8169014084507042; 'f1-score': 0.8080878056717692; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.45454545454545453; 'f1-score': 0.5882352941176471; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.9523809523809523; 'f1-score': 0.8510638297872339; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8012820512820513; 'recall': 0.7034632034632035; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.7912660256410257; 'recall': 0.78125; 'f1-score': 0.7607165206508135; 'support': 32}}
l: 5,1,CNF,1,284,32,17,[16; 17],222,0.922031,0.750000,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5980392156862745; 'f1-score': 0.7484662576687116; 'support': 102}; '1.0': {'precision': 0.8161434977578476; 'recall': 1.0; 'f1-score': 0.8987654320987654; 'support': 182}; 'accuracy': 0.8556338028169014; 'macro avg': {'precision': 0.9080717488789238; 'recall': 0.7990196078431373; 'f1-score': 0.8236158448837385; 'support': 284}; 'weighted avg': {'precision': 0.8821764668729868; 'recall': 0.8556338028169014; 'f1-score': 0.8447847426907883; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7241379310344828; 'recall': 1.0; 'f1-score': 0.8400000000000001; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8620689655172413; 'recall': 0.6363636363636364; 'f1-score': 0.6342857142857143; 'support': 32}; 'weighted avg': {'precision': 0.8189655172413793; 'recall': 0.75; 'f1-score': 0.6985714285714286; 'support': 32}}
l: 5,1,CNF,2,284,32,17,[16; 17],222,1.006628,0.812500,1,[X26 < 0.999945],{'0.0': {'precision': 0.8450704225352113; 'recall': 0.5882352941176471; 'f1-score': 0.6936416184971099; 'support': 102}; '1.0': {'precision': 0.8028169014084507; 'recall': 0.9395604395604396; 'f1-score': 0.8658227848101265; 'support': 182}; 'accuracy': 0.8133802816901409; 'macro avg': {'precision': 0.823943661971831; 'recall': 0.7638978668390433; 'f1-score': 0.7797322016536182; 'support': 284}; 'weighted avg': {'precision': 0.8179924618131323; 'recall': 0.8133802816901409; 'f1-score': 0.8039830701484093; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 0.9523809523809523; 'f1-score': 0.8695652173913043; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.7489177489177489; 'f1-score': 0.7681159420289854; 'support': 32}; 'weighted avg': {'precision': 0.8196428571428571; 'recall': 0.8125; 'f1-score': 0.7998188405797101; 'support': 32}}
l: 5,1,CNF,3,284,32,17,[16; 17],222,0.836609,0.812500,1,[X6 >= 0.029375],{'0.0': {'precision': 0.9629629629629629; 'recall': 0.5148514851485149; 'f1-score': 0.6709677419354839; 'support': 101}; '1.0': {'precision': 0.7869565217391304; 'recall': 0.9890710382513661; 'f1-score': 0.8765133171912832; 'support': 183}; 'accuracy': 0.8204225352112676; 'macro avg': {'precision': 0.8749597423510467; 'recall': 0.7519612616999405; 'f1-score': 0.7737405295633836; 'support': 284}; 'weighted avg': {'precision': 0.8495503617518315; 'recall': 0.8204225352112676; 'f1-score': 0.8034143626108756; 'support': 284}},{'0.0': {'precision': 0.875; 'recall': 0.5833333333333334; 'f1-score': 0.7000000000000001; 'support': 12}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.95; 'f1-score': 0.8636363636363635; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8333333333333333; 'recall': 0.7666666666666666; 'f1-score': 0.7818181818181817; 'support': 32}; 'weighted avg': {'precision': 0.8229166666666666; 'recall': 0.8125; 'f1-score': 0.8022727272727272; 'support': 32}}
l: 5,1,CNF,4,284,32,17,[16; 17],222,1.013594,0.625000,4,[X7 < -0.000375 OR X9 >= -0.572990 OR X11 < -0.000270 OR X17 >= 0.993610],{'0.0': {'precision': 1.0; 'recall': 0.0594059405940594; 'f1-score': 0.11214953271028036; 'support': 101}; '1.0': {'precision': 0.658273381294964; 'recall': 1.0; 'f1-score': 0.7939262472885034; 'support': 183}; 'accuracy': 0.6654929577464789; 'macro avg': {'precision': 0.829136690647482; 'recall': 0.5297029702970297; 'f1-score': 0.4530378899993919; 'support': 284}; 'weighted avg': {'precision': 0.7798029182287972; 'recall': 0.6654929577464789; 'f1-score': 0.5514634016110367; 'support': 284}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 12}; '1.0': {'precision': 0.625; 'recall': 1.0; 'f1-score': 0.7692307692307693; 'support': 20}; 'accuracy': 0.625; 'macro avg': {'precision': 0.3125; 'recall': 0.5; 'f1-score': 0.38461538461538464; 'support': 32}; 'weighted avg': {'precision': 0.390625; 'recall': 0.625; 'f1-score': 0.4807692307692308; 'support': 32}}
l: 5,1,CNF,5,284,32,17,[16; 17],222,0.951751,0.656250,2,[X6 >= 0.999995 OR X32 >= 0.000200],{'0.0': {'precision': 0.6511627906976745; 'recall': 0.5544554455445545; 'f1-score': 0.5989304812834225; 'support': 101}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.8360655737704918; 'f1-score': 0.8031496062992125; 'support': 183}; 'accuracy': 0.7359154929577465; 'macro avg': {'precision': 0.7119450317124736; 'recall': 0.6952605096575232; 'f1-score': 0.7010400437913176; 'support': 284}; 'weighted avg': {'precision': 0.7294948336956198; 'recall': 0.7359154929577465; 'f1-score': 0.7305223822619069; 'support': 284}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.4166666666666667; 'f1-score': 0.4761904761904762; 'support': 12}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8; 'f1-score': 0.7441860465116279; 'support': 20}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.6256038647342995; 'recall': 0.6083333333333334; 'f1-score': 0.6101882613510521; 'support': 32}; 'weighted avg': {'precision': 0.6431159420289855; 'recall': 0.65625; 'f1-score': 0.643687707641196; 'support': 32}}
l: 5,1,CNF,6,285,31,17,[16; 17],222,1.021608,0.741935,2,[X18 >= 0.467840 OR X21 < -0.001400],{'0.0': {'precision': 0.6027397260273972; 'recall': 0.43137254901960786; 'f1-score': 0.5028571428571429; 'support': 102}; '1.0': {'precision': 0.7264150943396226; 'recall': 0.8415300546448088; 'f1-score': 0.7797468354430379; 'support': 183}; 'accuracy': 0.6947368421052632; 'macro avg': {'precision': 0.6645774101835099; 'recall': 0.6364513018322083; 'f1-score': 0.6413019891500904; 'support': 285}; 'weighted avg': {'precision': 0.6821523309436681; 'recall': 0.6947368421052632; 'f1-score': 0.6806494717807177; 'support': 285}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.5454545454545454; 'f1-score': 0.6; 'support': 11}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.85; 'f1-score': 0.8095238095238095; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.7196969696969697; 'recall': 0.6977272727272728; 'f1-score': 0.7047619047619047; 'support': 31}; 'weighted avg': {'precision': 0.7350928641251221; 'recall': 0.7419354838709677; 'f1-score': 0.7351766513056835; 'support': 31}}
l: 5,1,CNF,7,285,31,17,[16; 17],222,1.036896,0.741935,3,[X12 < -0.076515 OR X22 >= 0.186570 OR X30 < -0.167100],{'0.0': {'precision': 0.9148936170212766; 'recall': 0.4215686274509804; 'f1-score': 0.5771812080536913; 'support': 102}; '1.0': {'precision': 0.7521008403361344; 'recall': 0.9781420765027322; 'f1-score': 0.8503562945368172; 'support': 183}; 'accuracy': 0.7789473684210526; 'macro avg': {'precision': 0.8334972286787055; 'recall': 0.6998553519768563; 'f1-score': 0.7137687512952542; 'support': 285}; 'weighted avg': {'precision': 0.8103635183076591; 'recall': 0.7789473684210526; 'f1-score': 0.7525883688481194; 'support': 285}},{'0.0': {'precision': 0.8; 'recall': 0.36363636363636365; 'f1-score': 0.5000000000000001; 'support': 11}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.95; 'f1-score': 0.8260869565217392; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.7653846153846153; 'recall': 0.6568181818181817; 'f1-score': 0.6630434782608696; 'support': 31}; 'weighted avg': {'precision': 0.7553349875930522; 'recall': 0.7419354838709677; 'f1-score': 0.7103786816269285; 'support': 31}}
l: 5,1,CNF,8,285,31,17,[16; 17],222,0.967415,0.709677,1,[X5 >= -0.217515],{'0.0': {'precision': 0.8387096774193549; 'recall': 0.2549019607843137; 'f1-score': 0.3909774436090225; 'support': 102}; '1.0': {'precision': 0.7007874015748031; 'recall': 0.9726775956284153; 'f1-score': 0.8146453089244851; 'support': 183}; 'accuracy': 0.7157894736842105; 'macro avg': {'precision': 0.769748539497079; 'recall': 0.6137897782063645; 'f1-score': 0.6028113762667537; 'support': 285}; 'weighted avg': {'precision': 0.7501490581928533; 'recall': 0.7157894736842105; 'f1-score': 0.663016809758951; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.18181818181818182; 'f1-score': 0.3076923076923077; 'support': 11}; '1.0': {'precision': 0.6896551724137931; 'recall': 1.0; 'f1-score': 0.8163265306122449; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.8448275862068966; 'recall': 0.5909090909090909; 'f1-score': 0.5620094191522763; 'support': 31}; 'weighted avg': {'precision': 0.799777530589544; 'recall': 0.7096774193548387; 'f1-score': 0.6358434192535575; 'support': 31}}
l: 5,1,CNF,9,285,31,17,[16; 17],222,1.109722,0.903226,2,[X16 < -0.054150 OR X20 >= 0.072060],{'0.0': {'precision': 0.8870967741935484; 'recall': 0.5392156862745098; 'f1-score': 0.6707317073170732; 'support': 102}; '1.0': {'precision': 0.7892376681614349; 'recall': 0.9617486338797814; 'f1-score': 0.8669950738916256; 'support': 183}; 'accuracy': 0.8105263157894737; 'macro avg': {'precision': 0.8381672211774917; 'recall': 0.7504821600771456; 'f1-score': 0.7688633906043494; 'support': 285}; 'weighted avg': {'precision': 0.824260927162402; 'recall': 0.8105263157894737; 'f1-score': 0.7967534479596805; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.8636363636363636; 'f1-score': 0.8861689106487148; 'support': 31}; 'weighted avg': {'precision': 0.9158485273492286; 'recall': 0.9032258064516129; 'f1-score': 0.8989615825008884; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 17}, (mean val acc cv) 0.753427 (+- 0.076367), (mean training time) 0.981481 (+- 0.070341)
l: 5,1,CNF,0,284,32,8,[35; 36],222,0.389524,0.781250,2,[X11 >= 0.001845 OR X28 >= 0.067790],{'0.0': {'precision': 0.9090909090909091; 'recall': 0.39215686274509803; 'f1-score': 0.547945205479452; 'support': 102}; '1.0': {'precision': 0.7416666666666667; 'recall': 0.978021978021978; 'f1-score': 0.8436018957345971; 'support': 182}; 'accuracy': 0.7676056338028169; 'macro avg': {'precision': 0.8253787878787879; 'recall': 0.685089420383538; 'f1-score': 0.6957735506070246; 'support': 284}; 'weighted avg': {'precision': 0.8017979086641058; 'recall': 0.7676056338028169; 'f1-score': 0.7374153379669042; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.36363636363636365; 'f1-score': 0.5333333333333333; 'support': 11}; '1.0': {'precision': 0.75; 'recall': 1.0; 'f1-score': 0.8571428571428571; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.875; 'recall': 0.6818181818181819; 'f1-score': 0.6952380952380952; 'support': 32}; 'weighted avg': {'precision': 0.8359375; 'recall': 0.78125; 'f1-score': 0.7458333333333333; 'support': 32}}
l: 5,1,CNF,1,284,32,8,[35; 36],222,0.565567,0.593750,3,[X16 < -0.572730 OR X18 >= 0.467840 OR X33 < -0.000030],{'0.0': {'precision': 0.746268656716418; 'recall': 0.49019607843137253; 'f1-score': 0.591715976331361; 'support': 102}; '1.0': {'precision': 0.7603686635944701; 'recall': 0.9065934065934066; 'f1-score': 0.8270676691729324; 'support': 182}; 'accuracy': 0.7570422535211268; 'macro avg': {'precision': 0.753318660155444; 'recall': 0.6983947425123895; 'f1-score': 0.7093918227521467; 'support': 284}; 'weighted avg': {'precision': 0.7553045766171416; 'recall': 0.7570422535211268; 'f1-score': 0.7425399485044808; 'support': 284}},{'0.0': {'precision': 0.25; 'recall': 0.09090909090909091; 'f1-score': 0.13333333333333333; 'support': 11}; '1.0': {'precision': 0.6428571428571429; 'recall': 0.8571428571428571; 'f1-score': 0.7346938775510204; 'support': 21}; 'accuracy': 0.59375; 'macro avg': {'precision': 0.44642857142857145; 'recall': 0.474025974025974; 'f1-score': 0.4340136054421769; 'support': 32}; 'weighted avg': {'precision': 0.5078125; 'recall': 0.59375; 'f1-score': 0.5279761904761905; 'support': 32}}
l: 5,1,CNF,2,284,32,8,[35; 36],222,0.609450,0.750000,2,[X2 >= 0.739470 OR X20 >= 0.072060],{'0.0': {'precision': 0.8653846153846154; 'recall': 0.4411764705882353; 'f1-score': 0.5844155844155845; 'support': 102}; '1.0': {'precision': 0.7543103448275862; 'recall': 0.9615384615384616; 'f1-score': 0.8454106280193238; 'support': 182}; 'accuracy': 0.7746478873239436; 'macro avg': {'precision': 0.8098474801061009; 'recall': 0.7013574660633484; 'f1-score': 0.7149131062174541; 'support': 284}; 'weighted avg': {'precision': 0.7942032166473644; 'recall': 0.7746478873239436; 'f1-score': 0.7516729715137553; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.36363636363636365; 'f1-score': 0.5000000000000001; 'support': 11}; '1.0': {'precision': 0.7407407407407407; 'recall': 0.9523809523809523; 'f1-score': 0.8333333333333334; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7703703703703704; 'recall': 0.6580086580086579; 'f1-score': 0.6666666666666667; 'support': 32}; 'weighted avg': {'precision': 0.7611111111111111; 'recall': 0.75; 'f1-score': 0.71875; 'support': 32}}
