l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,2.044323,0.528302,2,[X3 >= 1.000000 OR X6 >= 34.000000],{'0.0': {'precision': 0.47058823529411764; 'recall': 0.5970149253731343; 'f1-score': 0.5263157894736841; 'support': 134}; '1.0': {'precision': 0.8187919463087249; 'recall': 0.7305389221556886; 'f1-score': 0.7721518987341772; 'support': 334}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6446900908014213; 'recall': 0.6637769237644114; 'f1-score': 0.6492338441039307; 'support': 468}; 'weighted avg': {'precision': 0.7190925931549699; 'recall': 0.6923076923076923; 'f1-score': 0.7017629272792498; 'support': 468}},{'0.0': {'precision': 0.2222222222222222; 'recall': 0.26666666666666666; 'f1-score': 0.2424242424242424; 'support': 15}; '1.0': {'precision': 0.6857142857142857; 'recall': 0.631578947368421; 'f1-score': 0.6575342465753424; 'support': 38}; 'accuracy': 0.5283018867924528; 'macro avg': {'precision': 0.45396825396825397; 'recall': 0.4491228070175438; 'f1-score': 0.44997924449979243; 'support': 53}; 'weighted avg': {'precision': 0.5545372866127583; 'recall': 0.5283018867924528; 'f1-score': 0.540050283136352; 'support': 53}}
l: 5,1,CNF,0,468,53,29,[16; 17],158,1.021321,0.698113,3,[X3 >= 1.000000 OR X4 >= 195.000000 OR X4 < 182.000000],{'0.0': {'precision': 0.5121951219512195; 'recall': 0.15671641791044777; 'f1-score': 0.24000000000000002; 'support': 134}; '1.0': {'precision': 0.7353629976580797; 'recall': 0.9401197604790419; 'f1-score': 0.8252299605781865; 'support': 334}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.6237790598046495; 'recall': 0.5484180891947448; 'f1-score': 0.5326149802890933; 'support': 468}; 'weighted avg': {'precision': 0.6714645033317564; 'recall': 0.7158119658119658; 'f1-score': 0.6576641171647742; 'support': 468}},{'0.0': {'precision': 0.4; 'recall': 0.13333333333333333; 'f1-score': 0.2; 'support': 15}; '1.0': {'precision': 0.7291666666666666; 'recall': 0.9210526315789473; 'f1-score': 0.8139534883720931; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.5645833333333333; 'recall': 0.5271929824561403; 'f1-score': 0.5069767441860465; 'support': 53}; 'weighted avg': {'precision': 0.636006289308176; 'recall': 0.6981132075471698; 'f1-score': 0.6401930671347082; 'support': 53}}
l: 5,1,CNF,1,469,52,29,[16; 17],158,1.124801,0.711538,3,[X2 >= 0.900000 OR X4 >= 208.000000 OR X7 < 6.000000],{'0.0': {'precision': 0.5113636363636364; 'recall': 0.3333333333333333; 'f1-score': 0.4035874439461883; 'support': 135}; '1.0': {'precision': 0.7637795275590551; 'recall': 0.8712574850299402; 'f1-score': 0.813986013986014; 'support': 334}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6375715819613457; 'recall': 0.6022954091816367; 'f1-score': 0.6087867289661011; 'support': 469}; 'weighted avg': {'precision': 0.6911225013087746; 'recall': 0.7164179104477612; 'f1-score': 0.6958542294329725; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.21428571428571427; 'f1-score': 0.2857142857142857; 'support': 14}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.8947368421052632; 'f1-score': 0.8192771084337349; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.5920634920634921; 'recall': 0.5545112781954887; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6675213675213675; 'recall': 0.7115384615384616; 'f1-score': 0.6756255792400372; 'support': 52}}
l: 5,1,CNF,2,469,52,29,[16; 17],158,0.966049,0.692308,4,[X0 >= 45.000000 OR X0 < 35.000000 OR X7 >= 7.900000 OR X9 < 0.700000],{'0.0': {'precision': 0.3484848484848485; 'recall': 0.17164179104477612; 'f1-score': 0.22999999999999998; 'support': 134}; '1.0': {'precision': 0.7245657568238213; 'recall': 0.8716417910447761; 'f1-score': 0.7913279132791329; 'support': 335}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.5365253026543348; 'recall': 0.5216417910447761; 'f1-score': 0.5106639566395664; 'support': 469}; 'weighted avg': {'precision': 0.6171140687269719; 'recall': 0.6716417910447762; 'f1-score': 0.630948509485095; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
l: 5,1,CNF,3,469,52,29,[16; 17],158,1.031093,0.634615,4,[X0 >= 40.000000 OR X5 >= 74.000000 OR X5 < 18.000000 OR X8 < 2.700000],{'0.0': {'precision': 0.46938775510204084; 'recall': 0.34328358208955223; 'f1-score': 0.3965517241379311; 'support': 134}; '1.0': {'precision': 0.7628032345013477; 'recall': 0.844776119402985; 'f1-score': 0.801699716713881; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6160954948016942; 'recall': 0.5940298507462687; 'f1-score': 0.5991257204259061; 'support': 469}; 'weighted avg': {'precision': 0.6789702403872601; 'recall': 0.7014925373134329; 'f1-score': 0.6859431474064668; 'support': 469}},{'0.0': {'precision': 0.3; 'recall': 0.2; 'f1-score': 0.24; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.8108108108108109; 'f1-score': 0.759493670886076; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5071428571428571; 'recall': 0.5054054054054055; 'f1-score': 0.499746835443038; 'support': 52}; 'weighted avg': {'precision': 0.5947802197802198; 'recall': 0.6346153846153846; 'f1-score': 0.6096397273612464; 'support': 52}}
l: 5,1,CNF,4,469,52,29,[16; 17],158,1.049593,0.692308,2,[X6 >= 42.000000 OR X7 < 7.900000],{'0.0': {'precision': 0.4482758620689655; 'recall': 0.09701492537313433; 'f1-score': 0.15950920245398775; 'support': 134}; '1.0': {'precision': 0.725; 'recall': 0.9522388059701492; 'f1-score': 0.8232258064516128; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.5866379310344827; 'recall': 0.5246268656716417; 'f1-score': 0.4913675044528003; 'support': 469}; 'weighted avg': {'precision': 0.645935960591133; 'recall': 0.7078891257995735; 'f1-score': 0.63359249102372; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
l: 5,1,CNF,5,469,52,29,[16; 17],158,0.946545,0.615385,4,[X2 >= 1.000000 OR X5 >= 53.600000 OR X6 < 23.000000 OR X7 < 6.000000],{'0.0': {'precision': 0.47058823529411764; 'recall': 0.29850746268656714; 'f1-score': 0.365296803652968; 'support': 134}; '1.0': {'precision': 0.7552083333333334; 'recall': 0.8656716417910447; 'f1-score': 0.8066759388038942; 'support': 335}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.6128982843137255; 'recall': 0.5820895522388059; 'f1-score': 0.5859863712284311; 'support': 469}; 'weighted avg': {'precision': 0.6738883053221288; 'recall': 0.7036247334754797; 'f1-score': 0.6805676144750581; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.26666666666666666; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.717948717948718; 'recall': 0.7567567567567568; 'f1-score': 0.736842105263158; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5128205128205128; 'recall': 0.5117117117117117; 'f1-score': 0.5112781954887219; 'support': 52}; 'weighted avg': {'precision': 0.5996055226824458; 'recall': 0.6153846153846154; 'f1-score': 0.6067090803932911; 'support': 52}}
l: 5,1,CNF,6,469,52,29,[16; 17],158,0.892022,0.711538,5,[X0 >= 66.000000 OR X4 >= 282.000000 OR X5 >= 74.000000 OR X6 < 19.000000 OR X9 < 0.900000],{'0.0': {'precision': 0.45454545454545453; 'recall': 0.5223880597014925; 'f1-score': 0.48611111111111105; 'support': 134}; '1.0': {'precision': 0.7968253968253968; 'recall': 0.7492537313432835; 'f1-score': 0.7723076923076924; 'support': 335}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.6256854256854256; 'recall': 0.6358208955223881; 'f1-score': 0.6292094017094017; 'support': 469}; 'weighted avg': {'precision': 0.6990311276025561; 'recall': 0.6844349680170576; 'f1-score': 0.6905372405372404; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4666666666666667; 'f1-score': 0.4827586206896552; 'support': 15}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.8108108108108109; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6447368421052632; 'recall': 0.6387387387387388; 'f1-score': 0.6413793103448276; 'support': 52}; 'weighted avg': {'precision': 0.7059716599190283; 'recall': 0.7115384615384616; 'f1-score': 0.7084880636604775; 'support': 52}}
l: 5,1,CNF,7,469,52,29,[16; 17],158,0.939014,0.750000,4,[X1 OR X3 >= 0.300000 OR X8 >= 3.900000 OR X9 >= 0.930000],{'0.0': {'precision': 0.41379310344827586; 'recall': 0.08955223880597014; 'f1-score': 0.147239263803681; 'support': 134}; '1.0': {'precision': 0.7227272727272728; 'recall': 0.9492537313432836; 'f1-score': 0.8206451612903226; 'support': 335}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.5682601880877743; 'recall': 0.5194029850746269; 'f1-score': 0.4839422125470018; 'support': 469}; 'weighted avg': {'precision': 0.6344603672189879; 'recall': 0.7036247334754797; 'f1-score': 0.6282434762941393; 'support': 469}},{'0.0': {'precision': 1.0; 'recall': 0.13333333333333333; 'f1-score': 0.23529411764705882; 'support': 15}; '1.0': {'precision': 0.74; 'recall': 1.0; 'f1-score': 0.8505747126436781; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.87; 'recall': 0.5666666666666667; 'f1-score': 0.5429344151453684; 'support': 52}; 'weighted avg': {'precision': 0.815; 'recall': 0.75; 'f1-score': 0.6730899256254226; 'support': 52}}
l: 5,1,CNF,8,469,52,29,[16; 17],158,0.955512,0.692308,3,[(NOT X1) OR X5 >= 53.600000 OR X8 < 3.000000],{'0.0': {'precision': 0.41134751773049644; 'recall': 0.43283582089552236; 'f1-score': 0.42181818181818176; 'support': 134}; '1.0': {'precision': 0.7682926829268293; 'recall': 0.7522388059701492; 'f1-score': 0.7601809954751131; 'support': 335}; 'accuracy': 0.6609808102345416; 'macro avg': {'precision': 0.5898201003286628; 'recall': 0.5925373134328358; 'f1-score': 0.5909995886466475; 'support': 469}; 'weighted avg': {'precision': 0.6663083500135913; 'recall': 0.6609808102345416; 'f1-score': 0.663505905858847; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.4; 'f1-score': 0.42857142857142855; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8108108108108109; 'f1-score': 0.7894736842105263; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6153846153846154; 'recall': 0.6054054054054054; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6804733727810651; 'recall': 0.6923076923076923; 'f1-score': 0.6853672643146328; 'support': 52}}
l: 5,1,CNF,9,469,52,29,[16; 17],158,0.942780,0.615385,3,[X2 >= 7.920000 OR X2 < 0.700000 OR X9 < 1.200000],{'0.0': {'precision': 0.43023255813953487; 'recall': 0.27611940298507465; 'f1-score': 0.33636363636363636; 'support': 134}; '1.0': {'precision': 0.7467362924281984; 'recall': 0.8537313432835821; 'f1-score': 0.7966573816155988; 'support': 335}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.5884844252838666; 'recall': 0.5649253731343284; 'f1-score': 0.5665105089896176; 'support': 469}; 'weighted avg': {'precision': 0.6563066540600088; 'recall': 0.6886993603411514; 'f1-score': 0.6651448829721809; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.26666666666666666; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.717948717948718; 'recall': 0.7567567567567568; 'f1-score': 0.736842105263158; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5128205128205128; 'recall': 0.5117117117117117; 'f1-score': 0.5112781954887219; 'support': 52}; 'weighted avg': {'precision': 0.5996055226824458; 'recall': 0.6153846153846154; 'f1-score': 0.6067090803932911; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.681350 (+- 0.042501), (mean training time) 0.986873 (+- 0.065096)
l: 5,1,CNF,0,468,53,14,[33; 34],158,0.596188,0.698113,7,[X2 < 0.700000 OR X3 >= 1.000000 OR X3 < 0.200000 OR X4 >= 328.000000 OR X5 >= 30.000000 OR X6 >= 42.000000 OR X8 >= 3.600000],{'0.0': {'precision': 0.5636363636363636; 'recall': 0.23134328358208955; 'f1-score': 0.328042328042328; 'support': 134}; '1.0': {'precision': 0.7506053268765133; 'recall': 0.9281437125748503; 'f1-score': 0.8299866131191431; 'support': 334}; 'accuracy': 0.7286324786324786; 'macro avg': {'precision': 0.6571208452564384; 'recall': 0.5797434980784699; 'f1-score': 0.5790144705807356; 'support': 468}; 'weighted avg': {'precision': 0.6970714784274106; 'recall': 0.7286324786324786; 'f1-score': 0.6862675229475764; 'support': 468}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8947368421052632; 'f1-score': 0.8095238095238095; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.5838509316770186; 'recall': 0.5473684210526316; 'f1-score': 0.5411255411255411; 'support': 53}; 'weighted avg': {'precision': 0.6512363764209539; 'recall': 0.6981132075471698; 'f1-score': 0.6576002613738463; 'support': 53}}
